,id,content,date,Date,Time,negative_prob,positive_prob,outcome,Elise's outcome
206,1.16E+18,china wants to make a deal so badly thousands of companies are leaving because of the tariffs they must stem the flow at the same time china may be hoping for a democrat to win so they could continue the great ripoff of america  the theft of hundreds of billions of s,8/10/2019 16:58,8/10/2019,16:58,0.9974528,0.002547244,-1,
207,1.16E+18,through massive devaluation of their currency and pumping vast sums of money into their system the tens of billions of dollars that the us is receiving is a gift from china prices not up no inflation farmers getting more than china would be spending fake news wont report,8/13/2019 7:49,8/13/2019,7:49,0.96499825,0.03500179,-1,
208,1.16E+18,as usual china said they were going to be buying big from our great american farmers so far they have not done what they said maybe this will be different,8/13/2019 9:10,8/13/2019,9:10,0.591488,0.408512,-1,
209,1.16E+18,we are winning big time against china companies  jobs are fleeing prices to us have not gone up and in some cases have come down china is not our problem though hong kong is not helping our problem is with the fed raised too much  too fast now too slow to cut,8/14/2019 14:21,8/14/2019,14:21,0.001640481,0.9983595,1,
210,1.16E+18,good things were stated on the call with china the other day they are eating the tariffs with the devaluation of their currency and pouring money into their system the american consumer is fine with or without the september date but much good will come from the short,8/14/2019 17:32,8/14/2019,17:32,0.007082475,0.99291754,1,1
211,1.16E+18,i know president xi of china very well he is a great leader who very much has the respect of his people he is also a good man in a tough business i have zero doubt that if president xi wants to quickly and humanely solve the hong kong problem he can do it personal meeting,8/14/2019 17:59,8/14/2019,17:59,0.9737081,0.026291884,-1,
212,1.16E+18,the fake news media is doing everything they can to crash the economy because they think that will be bad for me and my reelection the problem they have is that the economy is way too strong and we will soon be winning big on trade and everyone knows that including china,8/15/2019 11:52,8/15/2019,11:52,0.000818031,0.9991819,1,
213,1.16E+18,biden doesnt have a clue i will solve the china problemhttpstwittercomkimguilfoylestatus1161681065104347136 ,8/15/2019 14:29,8/15/2019,14:29,0.9963561,0.003643843,-1,
214,1.16E+18,if they dont get this trade deal with the us done china could have it first recession or worse in years theres disinvestment in china right now also the fed is too tight i agree steve moore heritage foundation,8/15/2019 15:14,8/15/2019,15:14,0.28960872,0.7103912,1,
215,1.16E+18,we are doing very well with china and talking,8/18/2019 13:27,8/18/2019,13:27,0.7585049,0.24149506,-1,
216,1.16E+18,our economy is the best in the world by far lowest unemployment ever within almost all categories poised for big growth after trade deals are completed import prices down china eating tariffs helping targeted farmers from big tariff money coming in great future for usa,8/18/2019 14:24,8/18/2019,14:24,0.22405669,0.7759433,1,1
217,1.16E+18,doing great with china and other trade deals the only problem we have is jay powell and the fed hes like a golfer who cant putt has no touch big us growth if he does the right thing big cut  but dont count on him so far he has called it wrong and only let us down,8/21/2019 7:52,8/21/2019,7:52,0.9377353,0.062264714,-1,
218,1.16E+18,our country has lost stupidly trillions of dollars with china over many years they have stolen our intellectual property at a rate of hundreds of billions of dollars a year  they want to continue i wont let that happen we dont need china and frankly would be far,8/23/2019 9:59,8/23/2019,9:59,0.001516792,0.99848324,1,
219,1.17E+18,for many years china and many other countries has been taking advantage of the united states on trade intellectual property theft and much more our country has been losing hundreds of billions of dollars a year to china with no end in sight,8/23/2019 16:00,8/23/2019,16:00,0.14259093,0.85740906,1,
220,1.17E+18,for all of the fake news reporters that dont have a clue as to what the law is relative to presidential powers china etc try looking at the emergency economic powers act of 1977 case closed,8/23/2019 22:58,8/23/2019,22:58,0.99999654,3.48E-06,-1,
221,1.17E+18,when i looked up to the sky and jokingly said i am the chosen one at a press conference two days ago referring to taking on trade with china little did i realize that the media would claim that i had a messiah complex they knew i was kidding being sarcastic and just,8/24/2019 10:00,8/24/2019,10:00,0.20033863,0.7996614,1,
222,1.17E+18,in france we are all laughing at how knowingly inaccurate the us reporting of events and conversations at the g7 is these leaders and many others are getting a major case study of fake news at its finest theyve got it all wrong from iran to china tariffs to boris,8/25/2019 18:10,8/25/2019,18:10,0.7782452,0.22175477,-1,-1
223,1.17E+18,great respect for the fact that president xi  his representatives want calm resolution so impressed that they are willing to come out  state the facts so accurately this is why he is a great leader  representing a great country talks are continuinghttpswwwmarketwatchcomstorychinastoptradeofficialsayshehopesforcalmresolutiontotariffwarreport20190825 ,8/26/2019 4:30,8/26/2019,4:30,0.014893486,0.9851066,1,
224,1.17E+18,so interesting to read and see all of the free and interesting advice i am getting on china from people who have tried to handle it before and failed miserably  in fact they got taken to the cleaners we are doing very well with china this has never happened to them before,8/28/2019 7:06,8/28/2019,7:06,0.004155531,0.9958444,1,
225,1.17E+18,general motors which was once the giant of detroit is now one of the smallest auto manufacturers there they moved major plants to china before i came into office this was done despite the saving help given them by the usa now they should start moving back to america again,8/30/2019 7:06,8/30/2019,7:06,0.000403775,0.9995963,1,
226,1.17E+18,just watched congresswoman debbie dingell and many other democrats wanting to give up on our very successful trade battle with china which has had its worst economic year in memory and getting worse we are taking in billions will be big for farmers and all,8/31/2019 13:29,8/31/2019,13:29,0.022446064,0.9775539,1,
227,1.17E+18,peter morici economist tariffs will not impact american consumers that much because the chinese currency has gone down which gives our importers a discount importers can find suppliers outside of china absolutely worth it we dont want to be servants to the chinese this,9/1/2019 7:25,9/1/2019,7:25,0.010146108,0.9898539,1,
228,1.17E+18,we are doing very well in our negotiations with china while i am sure they would love to be dealing with a new administration so they could continue their practice of ripoff usa600 byear16 months plus is a long time to be hemorrhaging jobs and companies on a longshot,9/3/2019 8:12,9/3/2019,8:12,0.21913077,0.78086925,1,1
229,1.17E+18,for all of the geniuses out there many who have been in other administrations and taken to the cleaners by china that want me to get together with the eu and others to go after china trade practices remember the eu  all treat us very unfairly on trade also will change,9/3/2019 8:33,9/3/2019,8:33,0.000615105,0.9993849,1,
230,1.17E+18,us winning trade war with china in dollars cnbc,9/4/2019 8:52,9/4/2019,8:52,0.9908647,0.009135287,-1,
231,1.17E+18,the chinese are very adept at not accepting anything youve got to be very tough and thats what trump is doing its in chinas interest to correct and i think well end up with a solution thats dramatically better than we have today frankly i think the impact of what,9/4/2019 9:18,9/4/2019,9:18,0.892706,0.10729405,-1,
232,1.17E+18,1 which country has the largest carbon emission reduction america 2 who has dumped the most carbon into the air china 3 91 of the worlds population are exposed to air pollution above the world health organizations suggested level none are in the usa,9/4/2019 16:08,9/4/2019,16:08,0.90757394,0.0924261,-1,
233,1.17E+18,china is eating the tariffs billions pouring into usa targeted patriot farmers getting massive dollars from the incoming tariffs good jobs numbers no inflationfed china having worst year in decades talks happening good for all,9/6/2019 10:14,9/6/2019,10:14,0.000939456,0.9990606,1,
234,1.17E+18,china just enacted a major stimulus plan with all the tariffs they are paying to the usa billions and billions of dollars they need it in the meantime our federal reserve sits back and does nothing,9/6/2019 22:05,9/6/2019,22:05,0.9735373,0.026462678,-1,-1
235,1.17E+18,china suspends tariffs on some us products being hit very hard supply chains breaking up as many companies move or look to move to other countries much more expensive to china than originally thought  cnbc  joesquawk,9/11/2019 5:14,9/11/2019,5:14,0.000285347,0.9997147,1,
236,1.17E+18,at the request of the vice premier of china liu he and due to the fact that the peoples republic of china will be celebrating their 70th anniversary,9/11/2019 18:17,9/11/2019,18:17,0.6600101,0.3399899,-1,
237,1.17E+18,it is expected that china will be buying large amounts of our agricultural products,9/12/2019 7:45,9/12/2019,7:45,0.08650048,0.91349953,1,
238,1.17E+18,producer prices in china shrank most in 3 years due to chinas big devaluation of their currency coupled with monetary stimulus federal reserve not watching will fed ever get into the game dollar strongest ever really bad for exports no inflationhighest interest rates,9/16/2019 6:47,9/16/2019,6:47,0.000165986,0.99983394,1,
239,1.18E+18,the real story involves hunter biden going around the world and collecting large payments from foreign governments and foreign oligarchs peter schweizer laura ingraham hunter made a fortune in ukraine and in china he knew nothing about energy or anything else,9/22/2019 8:39,9/22/2019,8:39,0.049100388,0.9508996,1,
240,1.18E+18,taken out of ukraine and china additionally i demand transparency from democrats that went to ukraine and attempted to force the new president to do things that they wanted under the form of political threat,9/25/2019 15:17,9/25/2019,15:17,0.024256531,0.9757435,1,
241,1.18E+18,the president of ukraine said that he was not pressured by me to do anything wrong cant have better testimony than that as vp biden had his son on the other hand take out millions of dollars by strong arming the ukrainian president also looted millions from china bad,9/26/2019 18:02,9/26/2019,18:02,0.000878168,0.99912184,1,
242,1.18E+18,china trade turmoil china urging a calm and rational solution  mariabartiromo  foxbusiness china is doing very poorly while the usa under your favorite presidents leadership continues to soar to new heights  and despite the do nothing democrats we have just begun,9/30/2019 6:48,9/30/2019,6:48,0.008640386,0.99135953,1,
243,1.18E+18,place in trade its taking shape in military competition johnathan ward author and china expert we are winning and we will win they should not have broken the deal we had with them happy birthday china,9/30/2019 7:31,9/30/2019,7:31,0.024395816,0.97560424,1,
244,1.18E+18,the fake news media wants to stay as far away as possible from the ukraine and china deals made by the bidens a corrupt media is so bad for our country in actuality the media may be even more corrupt than the bidens which is hard to do,9/30/2019 9:03,9/30/2019,9:03,0.99688977,0.003110246,-1,
245,1.18E+18,congratulations to president xi and the chinese people on the 70th anniversary of the peoples republic of china,10/1/2019 5:54,10/1/2019,5:54,0.99967444,0.000325561,-1,
246,1.18E+18,somebody please wake up mitt romney and tell him that my conversation with the ukrainian president was a congenial and very appropriate one and my statement on china pertained to corruption not politics if mitt worked this hard on obama he could have won sadly he choked,10/5/2019 9:06,10/5/2019,9:06,0.000538356,0.9994617,1,
247,1.18E+18,and separately got 15 billion dollars from china despite no experience and for no apparent reason there is no way these can be legitimate transactions as lawyers  others have stated as president i have an obligation to look into possible or probable corruption,10/6/2019 9:58,10/6/2019,9:58,0.047073726,0.9529263,1,
248,1.18E+18,and by the way i would love running against 1 joe biden  i just dont think its going to happen sleepy joe wont get to the starting gate  based on all of the money he  his family probably extorted joe should hang it up i wouldnt want him dealing with china  u,10/6/2019 11:42,10/6/2019,11:42,0.979731,0.020269008,-1,
249,1.18E+18,  60minutes forgot to report that we are helping the great farmers of the usa to the tune of 28 billion dollars for the last two years paid for out of tariffs paid to the united states by china for targeting the farmer they devalued their currency therefore paying the cost,10/6/2019 18:54,10/6/2019,18:54,0.4331907,0.56680936,1,
250,1.18E+18,i was elected on getting out of these ridiculous endless wars where our great military functions as a policing operation to the benefit of people who dont even like the usa the two most unhappy countries at this move are russia  china because they love seeing us bogged,10/7/2019 10:20,10/7/2019,10:20,0.003705457,0.99629456,1,
251,1.18E+18,big day of negotiations with china they want to make a deal but do i i meet with the vice premier tomorrow at the white house,10/10/2019 8:49,10/10/2019,8:49,0.9887129,0.011287155,-1,
252,1.18E+18,good things are happening at china trade talk meeting warmer feelings than in recent past more like the old days i will be meeting with the vice premier today all would like to see something significant happen,10/11/2019 8:49,10/11/2019,8:49,0.50122297,0.4987771,-1,
253,1.18E+18,one of the great things about the china deal is the fact that for various reasons we do not have to go through the very long and politically complex congressional approval process when the deal is fully negotiated i sign it myself on behalf of our country fast and clean,10/11/2019 9:15,10/11/2019,9:15,0.000110211,0.99988973,1,
254,1.18E+18,so funny to watch steve kerr grovel and pander when asked a simple question about china he chocked and looks weak and pathetic dont want him at the white house,10/11/2019 22:25,10/11/2019,22:25,0.14444882,0.85555124,1,
255,1.18E+18,the deal i just made with china is by far the greatest and biggest deal ever made for our great patriot farmers in the history of our country in fact there is a question as to whether or not this much product can be produced our farmers will figure it out thank you china,10/12/2019 9:09,10/12/2019,9:09,0.5928023,0.40719774,-1,
256,1.18E+18,my deal with china is that they will immediately start buying very large quantities of our agricultural product not wait until the deal is signed over the next 3 or 4 weeks they have already started likewise financial services and other deal aspects start preparing,10/13/2019 16:47,10/13/2019,16:47,0.97435445,0.025645541,-1,
257,1.18E+18,china has already begun agricultural purchases from our great patriot farmers  ranchers,10/13/2019 16:50,10/13/2019,16:50,0.32687023,0.6731298,1,
258,1.18E+18,and assad to protect the land of our enemy anyone who wants to assist syria in protecting the kurds is good with me whether it is russia china or napoleon bonaparte i hope they all do great we are 7000 miles away,10/14/2019 14:10,10/14/2019,14:10,0.49059278,0.5094073,1,
259,1.18E+18,a big scandal at  abc news they got caught using really gruesome fake footage of the turks bombing in syria a real disgrace tomorrow they will ask softball questions to sleepy joe bidens son hunter like why did ukraine  china pay you millions when you knew nothing payoff,10/14/2019 19:21,10/14/2019,19:21,0.23052144,0.7694786,1,
260,1.19E+18,china and the usa are working on selecting a new site for signing of phase one of trade agreement about 60 of total deal after apec in chile was canceled do to unrelated circumstances the new location will be announced soon president xi and president trump will do signing,10/31/2019 8:24,10/31/2019,8:24,0.000121596,0.9998784,1,
261,1.19E+18,our manufacturers we should have lower interest rates than germany japan and all others we are now by far the biggest and strongest country but the fed puts us at a competitive disadvantage china is not our problem the federal reserve is we will win anyway,10/31/2019 9:37,10/31/2019,9:37,9.47E-05,0.99990535,1,
262,1.19E+18,ukrainian energy company and more millions taken from china and now reports of other companies and countries also giving him big money are certainly looking very corrupt to put it mildly to me both bidens should be forced to testify in this no due process scam,11/12/2019 5:25,11/12/2019,5:25,0.000893399,0.9991066,1,
263,1.20E+18,our great farmers will recieve another major round of cash compliments of china tariffs prior to thanksgiving the smaller farms and farmers will be big beneficiaries in the meantime and as you may have noticed china is starting to buy big again japan deal done enjoy,11/17/2019 10:08,11/17/2019,10:08,0.73382366,0.2661764,-1,
264,1.20E+18,just finished a very good  cordial meeting at the white house with jay powell of the federal reserve everything was discussed including interest rates negative interest low inflation easing dollar strength  its effect on manufacturing trade with china eu  others etc,11/18/2019 10:01,11/18/2019,10:01,0.24181178,0.7581882,1,
265,1.20E+18,us markets are up as much as 21 since the announcement of tariffs on 312018  and the us is taking in massive amounts of money and giving some to our farmers who have been targeted by china,12/2/2019 5:11,12/2/2019,5:11,0.5006275,0.49937245,-1,
266,1.20E+18,why is the world bank loaning money to china can this be possible china has plenty of money and if they dont they create it stop,12/6/2019 18:28,12/6/2019,18:28,0.69085675,0.30914325,-1,
267,1.20E+18,with the us presidential election in november north korea under the leadership of kim jong un has tremendous economic potential but it must denuclearize as promised nato china russia japan and the entire world is unified on this issue,12/8/2019 9:17,12/8/2019,9:17,0.4419189,0.55808115,1,
268,1.20E+18,biden on the board of the largest natural gas company in ukraine getting paid 83000 a month 10 times as much as a board member of  exxonmobil thank you ted he also made a fortune from china and others but zero before his father became vp  meetthepress,12/8/2019 10:50,12/8/2019,10:50,0.000115319,0.9998847,1,
269,1.21E+18,getting very close to a big deal with china they want it and so do we,12/12/2019 8:35,12/12/2019,8:35,0.6420925,0.3579075,-1,
270,1.21E+18,the wall street journal story on the china deal is completely wrong especially their statement on tariffs fake news they should find a better leaker,12/13/2019 8:06,12/13/2019,8:06,0.91887385,0.081126146,-1,
271,1.21E+18,we have agreed to a very large phase one deal with china they have agreed to many structural changes and massive purchases of agricultural product energy and manufactured goods plus much more the 25 tariffs will remain as is with 7 12 put on much of the remainder,12/13/2019 9:25,12/13/2019,9:25,0.99812454,0.001875501,-1,
272,1.21E+18,chuck schumer sat for years during the obama administration and watched as china ripped off the united states he  the do nothing democrats did nothing as this  carnage took place now without even seeing it he snipes at our great new deal with china too bad cryin chuck,12/14/2019 13:09,12/14/2019,13:09,0.38958934,0.6104107,1,
273,1.21E+18,energy independence manufacturing resilience illegal immigration coming down the wall going up china confronted the caliphate defeated nafta renegotiated our military rebuilt nato paying more regulations costing lessand much more this is why theyre,12/15/2019 23:28,12/15/2019,23:28,0.99999297,6.99E-06,-1,
274,1.21E+18,  foxnews trump wins major victories in china and usmca trade deals defense spending and space force thank you,12/17/2019 8:48,12/17/2019,8:48,0.9999999,1.20E-07,-1,
275,1.21E+18,had a very good talk with president xi of china concerning our giant trade deal china has already started large scale purchaes of agricultural product  more formal signing being arranged also talked about north korea where we are working with china  hong kong progress,12/20/2019 9:24,12/20/2019,9:24,0.9703158,0.029684199,-1,
276,1.21E+18,i will be signing our very large and comprehensive phase one trade deal with china on january 15 the ceremony will take place at the white house high level representatives of china will be present at a later date i will be going to beijing where talks will begin on phase two,12/31/2019 8:16,12/31/2019,8:16,0.000260434,0.9997396,1,
278,1.03E+18,mark levin when they had power they didnt stop the russians the chinese the north koreans they funded the iranians  are responsible for the greatest scandal in american history by interfering with our election  trying to undermine the trump campaign and trump presidency,8/15/2018 21:31,8/15/2018,21:31,0.018798057,0.9812019,1,
279,1.04E+18,ford has abruptly killed a plan to sell a chinesemade small vehicle in the us because of the prospect of higher us tariffs cnbc this is just the beginning this car can now be built in the usa and ford will pay no tariffs,9/9/2018 8:49,9/9/2018,8:49,0.35905287,0.64094716,1,
280,1.11E+18,just met with  sundarpichai president of  google who is obviously doing quite well he stated strongly that he is totally committed to the us military not the chinese military,3/27/2019 14:38,3/27/2019,14:38,0.9954887,0.004511279,-1,
281,1.12E+18,chinese telecom giant huawei hires former obama cyber security official as a lobbyist this is not good or acceptable  foxnews  stevehiltonx,4/14/2019 20:42,4/14/2019,20:42,0.004515426,0.9954846,1,
282,1.15E+18,billionaire tech investor peter thiel believes google should be investigated for treason he accuses google of working with the chinese government  foxandfriends a great and brilliant guy who knows this subject better than anyone the trump administration will take a look,7/16/2019 6:46,7/16/2019,6:46,0.9999989,1.08E-06,-1,
283,1.16E+18,our intelligence has informed us that the chinese government is moving troops to the border with hong kong everyone should be calm and safe,8/13/2019 12:17,8/13/2019,12:17,0.62954956,0.3704504,-1,
284,1.16E+18,so far youve had tariffs imposed on 300 billion dollars worth of chinese products but you cant tell me that it has hurt our economy it really hasnt led to any kind of serious rise in prices at the consumer level  varneyco  foxbusiness and we are taking in billions,8/14/2019 10:51,8/14/2019,10:51,0.001328387,0.99867165,1,
285,1.17E+18,i think president trump is set in his ways because he doesnt see any weakening i mean look at the joblessness report today what im surprised at is how strong the consumer is i think the chinese need it a deal more than we do its statistical i just think,9/5/2019 22:33,9/5/2019,22:33,0.96184987,0.038150165,-1,
286,1.18E+18,wow hunter biden is being forced to leave a chinese company now watch the fake news wrap their greasy and very protective arms around him only softball questions of him please,10/14/2019 11:18,10/14/2019,11:18,0.003506216,0.99649376,1,
287,1.19E+18,the chinese say about trumps trade war  tariffs he brought us to the table this is the most prosperous economy the world has ever seen and its going to be a very prosperous economy jamie dimon on  60minutes thank you president trump  the republican party,11/11/2019 8:25,11/11/2019,8:25,0.08346736,0.91653264,1,
317,9.50E+17,leaving camp david for the white house great meetings with the cabinet and military on many very important subjects including border security  the desperately needed wall the ever increasing drug and opioid problem infrastructure military budget trade and daca,1/7/2018 8:33,1/7/2018,8:33,0.39818966,0.60181034,1,
318,9.54E+17,the wall will be paid for directly or indirectly or through longer term reimbursement by mexico which has a ridiculous 71 billion dollar trade surplus with the us the 20 billion dollar wall is peanuts compared to what mexico makes from the us nafta is a bad joke,1/18/2018 5:25,1/18/2018,5:25,0.34374538,0.65625465,1,
319,9.69E+17,our steel and aluminum industries and many others have been decimated by decades of unfair trade and bad policy with countries from around the world we must not let our country companies and workers be taken advantage of any longer we want free fair and smart trade,3/1/2018 6:12,3/1/2018,6:12,0.09898409,0.90101594,1,
320,9.70E+17,when a country usa is losing many billions of dollars on trade with virtually every country it does business with trade wars are good and easy to win example when we are down 100 billion with a certain country and they get cute dont trade anymorewe win big its easy,3/2/2018 4:50,3/2/2018,4:50,0.000608052,0.9993919,1,
321,9.70E+17,when a country taxes our products coming in at say 50 and we tax the same product coming into our country at zero not fair or smart we will soon be starting reciprocal taxes so that we will charge the same thing as they charge us 800 billion trade deficithave no choice,3/2/2018 7:57,3/2/2018,7:57,0.007655493,0.99234456,1,
322,9.70E+17,the united states has an 800 billion dollar yearly trade deficit because of our very stupid trade deals and policies our jobs and wealth are being given to other countries that have taken advantage of us for years they laugh at what fools our leaders have been no more,3/3/2018 11:43,3/3/2018,11:43,0.003676229,0.9963238,1,
323,9.70E+17,if the eu wants to further increase their already massive tariffs and barriers on us companies doing business there we will simply apply a tax on their cars which freely pour into the us they make it impossible for our cars and more to sell there big trade imbalance,3/3/2018 11:53,3/3/2018,11:53,0.9999752,2.48E-05,-1,
324,9.70E+17,we are on the losing side of almost all trade deals our friends and enemies have taken advantage of the us for many years our steel and aluminum industries are dead sorry its time for a change make america great again,3/4/2018 18:10,3/4/2018,18:10,0.052326348,0.9476736,1,
325,9.71E+17,we have large trade deficits with mexico and canada nafta which is under renegotiation right now has been a bad deal for usa massive relocation of companies  jobs tariffs on steel and aluminum will only come off if new  fair nafta agreement is signed also canada must,3/5/2018 5:47,3/5/2018,5:47,0.99794465,0.002055347,-1,
326,9.71E+17,from bush 1 to present our country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated trade deficits of more than 12 trillion dollars last year we had a trade deficit of almost 800 billion dollars bad policies  leadership must win again  maga,3/7/2018 5:24,3/7/2018,5:24,0.36176485,0.63823515,1,
327,9.71E+17,from bush 1 to present our country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated trade deficits of more than 12 trillion dollars last year we had a trade deficit of almost 800 billion dollars bad policies  leadership must win again  maga,3/7/2018 5:40,3/7/2018,5:40,0.36176488,0.63823515,1,
328,9.72E+17,looking forward to 330 pm meeting today at the white house we have to protect  build our steel and aluminum industries while at the same time showing great flexibility and cooperation toward those that are real friends and treat us fairly on both trade and the military,3/8/2018 6:38,3/8/2018,6:38,0.20113875,0.79886127,1,
329,9.72E+17,spoke to pm  turnbullmalcolm of australia he is committed to having a very fair and reciprocal military and trade relationship working very quickly on a security agreement so we dont have to impose steel or aluminum tariffs on our ally the great nation of australia,3/9/2018 16:48,3/9/2018,16:48,0.95438856,0.04561147,-1,
330,9.73E+17,spoke to prime minister abe of japan who is very enthusiastic about talks with north korea also discussing opening up japan to much better trade with the us currently have a massive 100 billion trade deficit not fair or sustainable it will all work out,3/10/2018 11:23,3/10/2018,11:23,0.20642073,0.79357934,1,
331,9.73E+17,the european union wonderful countries who treat the us very badly on trade are complaining about the tariffs on steel  aluminum if they drop their horrific barriers  tariffs on us products going in we will likewise drop ours big deficit if not we tax cars etc fair,3/10/2018 15:29,3/10/2018,15:29,0.85459995,0.14540005,-1,
332,9.74E+17,we cannot keep a blind eye to the rampant unfair trade practices against our country,3/14/2018 9:37,3/14/2018,9:37,0.002567945,0.99743205,1,
333,9.74E+17,larry kudlow will be my chief economic advisor as director of the national economic council our country will have many years of great economic  financial success with low taxes unparalleled innovation fair trade and an ever expanding labor force leading the way  maga,3/15/2018 6:11,3/15/2018,6:11,0.43261805,0.5673819,1,
334,9.74E+17,we do have a trade deficit with canada as we do with almost all countries some of them massive pm justin trudeau of canada a very good guy doesnt like saying that canada has a surplus vs the usnegotiating but they dothey almost all doand thats how i know,3/15/2018 8:29,3/15/2018,8:29,0.029554738,0.9704452,1,
335,9.77E+17,as a candidate i pledged that if elected i would use every lawful tool to combat unfair trade protect american workers and defend our national security today we took another critical step to fulfill that commitment http45whgovsection301 pictwittercomnmzqos3bua,3/22/2018 13:40,3/22/2018,13:40,0.00034075,0.9996593,1,
336,9.78E+17,trade talks going on with numerous countries that for many years have not treated the united states fairly in the end all will be happy,3/26/2018 19:44,3/26/2018,19:44,0.9983804,0.001619617,-1,
337,9.79E+17,  ustraderep just announced an agreement in principle with south korea on korus a great deal for american and korean workers lets now focus on our important security relationship,3/28/2018 11:14,3/28/2018,11:14,0.002445902,0.9975541,1,
338,9.85E+17,would only join tpp if the deal were substantially better than the deal offered to pres obama we already have bilateral deals with six of the eleven nations in tpp and are working to make a deal with the biggest of those nations japan who has hit us hard on trade for years,4/12/2018 22:15,4/12/2018,22:15,0.005810383,0.9941896,1,
339,9.86E+17,i am in florida and looking forward to my meeting with prime minister abe of japan working on trade and military security,4/17/2018 7:24,4/17/2018,7:24,0.01254979,0.98745024,1,
340,9.87E+17,great meeting with prime minister abe of japan who has just left florida talked in depth about north korea military and trade good things will happen,4/19/2018 9:45,4/19/2018,9:45,0.3439567,0.6560433,1,
341,9.89E+17,having great meetings and discussions with my friend president  emmanuelmacron of france we are in the midst of meetings on iran syria and trade we will be holding a joint press conference shortly here at the  whitehouse pictwittercomju1fxhgjad,4/24/2018 11:43,4/24/2018,11:43,0.93123007,0.06876987,-1,
342,9.89E+17,looking forward to my meeting with tim cook of apple we will be talking about many things including how the us has been treated unfairly for many years by many countries on trade,4/25/2018 9:11,4/25/2018,9:11,0.000743572,0.99925643,1,
343,1.00E+18,funny to watch the democrats criticize trade deals being negotiated by me when they dont even know what the deals are and when for 8 years the obama administration did nothing on trade except let other countries rip off the united states lost almost 800 billionyear under o,5/25/2018 17:45,5/25/2018,17:45,0.30952203,0.6904779,1,
344,1.00E+18,but complain and obstruct they made only bad deals iran and their socalled trade deals are the laughing stock of the world,5/25/2018 18:13,5/25/2018,18:13,0.9999621,3.79E-05,-1,
345,1.00E+18,sorry ive got to start focusing my energy on north korea nuclear bad trade deals va choice the economy rebuilding the military and so much more and not on the rigged russia witch hunt that should be investigating clintonrussiafbijusticeobamacomeylynch etc,5/29/2018 6:27,5/29/2018,6:27,0.031239552,0.96876043,1,
346,1.00E+18,fair trade,5/31/2018 16:19,5/31/2018,16:19,0.5558211,0.4441789,-1,
347,1.00E+18,canada has treated our agricultural business and farmers very poorly for a very long period of time highly restrictive on trade they must open their markets and take down their trade barriers they report a really high surplus on trade with us do timber  lumber in us,6/1/2018 8:18,6/1/2018,8:18,0.9989975,0.001002501,-1,
348,1.00E+18,the united states must at long last be treated fairly on trade if we charge a country zero to sell their goods and they charge us 25 50 or even 100 percent to sell ours it is unfair and can no longer be tolerated that is not free or fair trade it is stupid trade,6/2/2018 12:51,6/2/2018,12:51,0.2211735,0.77882653,1,
349,1.00E+18,when youre almost 800 billion dollars a year down on trade you cant lose a trade war the us has been ripped off by other countries for years on trade time to get smart,6/2/2018 16:23,6/2/2018,16:23,0.68504524,0.3149548,-1,
350,1.00E+18,the us has made such bad trade deals over so many years that we can only win,6/4/2018 7:43,6/4/2018,7:43,0.13075893,0.86924106,1,
351,1.00E+18,chris farrell judicial watch they were running an operation to undermine a candidate for president of the us these are all violations of law this is intelligence tradecraft to steer an election theres nothing more grave when it comes to abuse of our intelligence system,6/5/2018 20:23,6/5/2018,20:23,0.68392587,0.31607413,-1,
352,1.00E+18,isnt it ironic getting ready to go to the g7 in canada to fight for our country on trade we have the worst trade deals ever made then off to singapore to meet with north korea  the nuclear problembut back home we still have the 13 angry democrats pushing the witch hunt,6/7/2018 6:57,6/7/2018,6:57,0.9999269,7.31E-05,-1,
353,1.00E+18,looking forward to seeing my friend prime minister  abeshinzo of japan at noon will be discussing north korea and trade,6/7/2018 9:01,6/7/2018,9:01,0.001308577,0.9986914,1,
354,1.00E+18,pm abe and i are also working to improve the trading relationship between the us and japan something we have to do the us seeks a bilateral deal with japan that is based on the principle of fairness and reciprocity were working hard to reduce our trade imbalancepictwittercompnqehoplk0,6/7/2018 14:55,6/7/2018,14:55,0.9786557,0.021344358,-1,
355,1.00E+18,please tell prime minister trudeau and president macron that they are charging the us massive tariffs and create nonmonetary barriers the eu trade surplus with the us is 151 billion and canada keeps our farmers and others out look forward to seeing them tomorrow,6/7/2018 17:04,6/7/2018,17:04,0.003045453,0.99695456,1,
356,1.00E+18,why isnt the european union and canada informing the public that for years they have used massive trade tariffs and nonmonetary trade barriers against the us totally unfair to our farmers workers  companies take down your tariffs  barriers or we will more than match you,6/7/2018 21:15,6/7/2018,21:15,0.025820967,0.974179,1,
357,1.01E+18,looking forward to straightening out unfair trade deals with the g7 countries if it doesnt happen we come out even better,6/8/2018 5:25,6/8/2018,5:25,0.000409725,0.99959034,1,
358,1.01E+18,i am heading for canada and the g7 for talks that will mostly center on the long time unfair trade practiced against the united states from there i go to singapore and talks with north korea on denuclearization wont be talking about the russian witch hunt hoax for a while,6/8/2018 6:22,6/8/2018,6:22,0.020870926,0.9791291,1,
359,1.01E+18,usa trade they fully understand where i am coming from after many decades fair and reciprocal trade will happen,6/9/2018 15:56,6/9/2018,15:56,0.92060107,0.07939893,-1,
